Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
British Virgin Islands,VGB,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0743447440124602,0.0239265980805522,0.0239265980805522,0.023926457601298,0.023926457601298,0.0239264569768021,0.0239264569768021,,
Virgin Islands (U.S.),VIR,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.991597515787276,0.983624337365397,0.983624337365397,0.983617440909884,0.622655683984376,0.991611364533208,0.991611364533208,,
Viet Nam,VNM,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92944743522906,2.92950692092655,2.92950692092655,2.92950655111637,2.92950655111637,2.92950655009295,2.92950655009295,,
Vanuatu,VUT,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0907589290005189,0.090716740815002,0.090716740815002,0.0907167088686312,0.0907167088686312,0.0907167089757772,0.0907167089757772,,
World,WLD,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3456800255543,14.3374878609566,14.3375150037218,14.599801406318,14.7871109138805,14.5522603838367,,,
Samoa,WSM,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.228551141091498,0.242263364980923,0.242263364980923,0.242264086117103,0.31698413164819,0.316984132239908,0.316984132239908,,
Kosovo,XKX,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.605805312181478,0.605801443960698,0.605801443960698,0.605801455707474,0.605801455707474,0.605801455707474,0.605801455707474,,
South Africa,ZAF,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9850092764781,10.2606485926041,10.2606485926041,11.807255673899,12.4397025793008,12.4858980057726,12.7377941014656,,
Zambia,ZMB,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0490508448198,37.8700104508234,37.8700104508234,41.2593993567739,41.2593993567739,41.2593993567739,41.2593993567739,,
Zimbabwe,ZWE,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.2145424089062,27.2145851759137,27.2145851759137,27.2147472925701,27.2147472925701,27.2147472925701,27.2147472925701,,
